,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,inference_time,action_cpu_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,shaking_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1,ur5_1_closestObstDistance_robot,ur5_1_closestObstDistance_ee,obstacles
0,0,1,False,False,False,False,1,0.0,0.0,0.0,0.0,0.0,0.00416666666,0.0,3.09375,3.09375,0.0,[0.15176301 0.39384583 0.30012316],[ 0.87011933 -0.06699801  1.14887953],[-0.00508508  0.99960047  0.00661764  0.027004  ],0.0,[-2.05151924  1.2549859  -1.95905382 -0.93148916 -1.6112868  -0.49319789],"[  0.94989579   0.73398843  -2.0499087   -7.01521254 -10.
  -1.67735391]",0.0,0,-0.002982318594624122,0.2982318594624122,0.01,0.07518048520334834,0.14034570760859943,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
1,0,1,False,False,False,False,2,0.0,0.0,0.0,0.0,0.0,0.00833333332,0.0,3.09375,3.09375,0.0,[0.15232177 0.395973   0.30985776],[0.1341033  0.51052094 2.33630419],[0.01248817 0.99817693 0.02428569 0.05382491],0.0,[-2.04243301  1.25599914 -1.97321825 -0.97295685 -1.64448095 -0.45153123],[ 2.18069494  0.24317871 -3.39946401 -9.95224581 -7.9665977  10.        ],0.0,0,-0.003018257799472274,0.30182577994722737,0.01,0.07326405136408803,0.13858122786757668,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
2,0,1,False,False,False,False,3,0.0,0.0,0.0,0.0,0.0,0.01249999998,0.0,3.09375,3.09375,0.0,[0.1480812  0.39574084 0.32081372],[-1.01773739 -0.05571842  2.6294303 ],[0.01489771 0.99644345 0.03671761 0.07436625],0.0,[-2.02866272  1.2560286  -1.99453244 -0.99096001 -1.67221568 -0.43614022],[ 3.30487042  0.00706952 -5.11540669 -4.32075801 -6.65633355  3.69384263],0.0,0,-0.003025092481179181,0.30250924811791813,0.01,0.07273489455034313,0.13330105672112652,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
3,0,1,False,False,False,False,4,0.0,0.0,0.0,0.0,0.0,0.01666666664,0.0,3.09375,3.09375,0.0,[0.13809295 0.39743826 0.33539903],[-2.39717961  0.40738106  3.50047589],[0.02646502 0.99422151 0.06085449 0.0843793 ],0.0,[-2.00956594  1.25344775 -2.02132956 -1.01104236 -1.67484209 -0.39651271],[ 4.5832269  -0.61940281 -6.43130813 -4.8197636  -0.63033975  9.5106018 ],0.0,0,-0.002988373337159767,0.2988373337159767,0.01,0.07404210328737379,0.12471585356931914,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
4,0,1,False,False,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0208333333,0.015625,3.109375,3.109375,0.0,[0.12651612 0.39171845 0.34350875],[-2.77843953 -1.37275458  1.94633246],[-0.00505572  0.99377871  0.04952601  0.09962667],0.0,[-1.9851382   1.25157655 -2.04787738 -0.97563453 -1.7106518  -0.43817937],[ 5.86265854 -0.44908943 -6.37147665  8.49787988 -8.59432968 -9.9999976 ],0.0,0,-0.002902709110388177,0.2902709110388177,0.01,0.07667434606280636,0.11392855186211573,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
5,0,1,False,False,False,False,6,0.0,0.0,0.0,0.0,0.0,0.024999999959999998,0.015625,3.109375,3.109375,0.0,[0.10845722 0.38697663 0.35397524],[-4.33413506 -1.13803625  2.5119567 ],[-0.01618625  0.9936018   0.04779503  0.10103992],0.0,[-1.95461944  1.24631459 -2.07952554 -0.93396786 -1.71791101 -0.43033366],[ 7.3245019  -1.26286908 -7.5955592  10.         -1.74221011  1.8829707 ],0.0,0,-0.0028004063871426735,0.2800406387142673,0.01,0.0767121430554173,0.09827918772724421,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
6,0,1,False,False,False,False,7,0.0,0.0,0.0,0.0,0.0,0.029166666619999997,0.015625,3.109375,3.109375,0.0,[0.09299194 0.38514557 0.36424026],[-3.71166766 -0.43945313  2.46360541],[-0.02999057  0.99094981  0.04827535  0.12160847],0.0,[-1.91702147  1.24074622 -2.10042518 -0.92114558 -1.75957767 -0.42546584],"[  9.02351149  -1.33640847  -5.01591206   3.07734758 -10.
   1.16827579]",0.0,0,-0.0026435406225303326,0.26435406225303326,0.01,0.07106242817891865,0.08530954134110555,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
7,0,1,False,False,False,False,8,0.0,0.0,0.0,0.0,0.0,0.033333333279999995,0.015625,3.109375,3.109375,0.0,[0.07087653 0.38534406 0.37094498],[-5.30769826  0.04763603  1.60913229],[-0.02966181  0.99065661  0.05622062  0.12066008],0.0,[-1.87535481  1.23603929 -2.11619825 -0.90706075 -1.75980174 -0.38379917],[10.         -1.12966361 -3.78553718  3.38035864 -0.05377507 10.        ],0.0,0,-0.002517787680673283,0.2517787680673283,0.01,0.0648884247118625,0.0678964016222244,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
8,0,1,False,False,False,False,9,0.0,0.0,0.0,0.0,0.0,0.037499999939999994,0.015625,3.109375,3.109375,0.0,[0.05428095 0.384267   0.37924767],[-3.98293913 -0.25849342  1.99264527],[-0.02646547  0.98761249  0.06424417  0.14069086],0.0,[-1.83368829  1.23342198 -2.13121309 -0.90936488 -1.80146802 -0.34213277],[ 9.99996332 -0.62815462 -3.60356092 -0.55299139 -9.99990806  9.99993616],0.0,0,-0.0023245306718206278,0.23245306718206277,0.01,0.0589904819338167,0.0589904819338167,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
9,0,1,False,False,False,False,10,0.0,0.0,0.0,0.0,0.0,0.04166666659999999,0.015625,3.109375,3.109375,0.0,[0.02794686 0.38426873 0.37905616],[-6.32018254e+00  4.14848328e-04 -4.59623338e-02],[-0.05183748  0.98922312  0.06594741  0.120006  ],0.0,[-1.79202164  1.23149036 -2.13770301 -0.88770692 -1.76410004 -0.3463825 ],[ 9.99999651 -0.46358746 -1.55758206  5.19791126  8.96831522 -1.01993511],0.0,1,-0.007196780072784951,0.21967800727849507,0.01,0.044518500629259126,0.044518500629259126,"[['Box', [0.002, 0.1, 0.05], array([0. , 0.4, 0.3]), array([0, 0, 0, 1])]]"
